Code postal,Nom de la structure,Adresse postale,Numéro de téléphone,Site Web,Nom Prénom du référent,Mail contact,Activités proposées,Conditions d'accès,Accompagnement,Public,Équipement,APTIC,Date de mise à jour,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
44110,Pôle emploi Châteaubriant,10 Rue d'Ancenis 44110 Châteaubriant,39 46,https://www.pole-emploi.fr/annuaire/chateaubriant-44036,,,,Gratuit,,,,,,47.717716,-1.370852,10 Rue d'Ancenis 44110 Châteaubriant,0.95,housenumber,44036_0030_00010,10,Rue d'Ancenis,,44110,Châteaubriant,44; Loire-Atlantique; Pays de la Loire,44036,,,
44110,Bibliotheque de Villepot,Rue de la Chapelle 44110 Villepot,240281039,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,,,,47.775288,-1.27694,Rue de la Chapelle 44110 Villepot,0.94,street,44218_0023,,Rue de la Chapelle,,44110,Villepot,44; Loire-Atlantique; Pays de la Loire,44218,,,
44110,Bibliotheque LOUISFERT,4 Rue de la République 44110 Louisfert,240813183,https://castelbriantais.e-sezhame.fr/node/content/nid/14403,,,,,,,,,,47.676502,-1.434035,4 Rue de la République 44110 Louisfert,0.94,housenumber,44085_0255_00004,4,Rue de la République,,44110,Louisfert,44; Loire-Atlantique; Pays de la Loire,44085,,,
44110,Bibliothèque  de Soudan,Rue Julien Masson 44110 Soudan,240077451,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,80€ hors commune,,,,,,47.737206,-1.304765,Rue Julien Masson 44110 Soudan,0.94,street,44199_0670,,Rue Julien Masson,,44110,Soudan,44; Loire-Atlantique; Pays de la Loire,44199,,,
44110,Bibliothèque Noyal-sur-Brutz,5 Rue des Troènes 44110 Noyal-sur-Brutz,02 40 28 09 58,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,,,,,1 poste informatique à disposition,,,47.77471,-1.342405,5 Rue des Troènes 44110 Noyal-sur-Brutz,0.94,housenumber,44112_0180_00005,5,Rue des Troènes,,44110,Noyal-sur-Brutz,44; Loire-Atlantique; Pays de la Loire,44112,,,
44110,Bliblioth?Îque Erbray,4 Rue du Rocher 44110 Erbray,02 40 28 35 32,http://www.cc-castelbriantais.fr/reseau-des-bibliotheques,,,Lieu de lecture et d'activités.,gratuit,,,,,,47.655525,-1.318018,4 Rue du Rocher 44110 Erbray,0.94,housenumber,44054_0613_00004,4,Rue du Rocher,,44110,Erbray,44; Loire-Atlantique; Pays de la Loire,44054,,,
44110,Médiathèque Chateaubriant,6 Place Saint-Nicolas 44110 Châteaubriant,240810333,http://www.mairie-chateaubriant.fr/mediatheque-intercommunale/,,,,6€ pour les résidents hors communauté de communes Carte pass plus :- Pour les résidents de communauté de communes (tarif réduit 12€ / tarif normal 18€)-Pour les résidents hors communautés de communes (tarif réduit 18€ / tarif normal 24€),,,,,,47.719159,-1.376855,6 Place Saint-nicolas 44110 Châteaubriant,0.95,housenumber,44036_1430_00006,6,Place Saint-nicolas,,44110,Châteaubriant,44; Loire-Atlantique; Pays de la Loire,44036,,,
44117,Bibliothèque de saint-André-des-Eaux,Rue des Guifettes 44117 Saint-André-des-Eaux,251106264,http://bibliotheque.saint-andre-des-eaux.fr,A côté du terrain de football,,,gratuit,,,,,,47.32026,-2.3071,Rue des Guifettes 44117 Saint-André-des-Eaux,0.95,street,44151_0065,,Rue des Guifettes,,44117,Saint-André-des-Eaux,44; Loire-Atlantique; Pays de la Loire,44151,,,
44119,CCAS Grandchamp des fontaines,25 Avenue du Général de Gaulle 44119 Grandchamps-des-Fontaines,240771326,http://www.grandchampdesfontaines.fr/mairie/services-municipaux-1999/ccas-301.html?cHash=f7a91b93291d711ac66f686a531a2273,,,,Gratuit,,,,,,47.364335,-1.60597,25 Avenue du Général de Gaulle 44119 Grandchamps-des-Fontaines,0.95,housenumber,44066_0140_00025,25,Avenue du Général de Gaulle,,44119,Grandchamps-des-Fontaines,44; Loire-Atlantique; Pays de la Loire,44066,,,
44119,,2 Rue des Cèdres 44119 Grandchamps-des-Fontaines,,,,,,,,,,,,47.363845,-1.607129,2 Rue des Cèdres 44119 Grandchamps-des-Fontaines,0.95,housenumber,44066_0015_00002,2,Rue des Cèdres,,44119,Grandchamps-des-Fontaines,44; Loire-Atlantique; Pays de la Loire,44066,,,
44119,Maison de l'emploi Grandchamp-des-fontaines,1 Rue des Cèdres 44119 Grandchamps-des-Fontaines,251121094,http://www.cceg.fr/annuaire-des-structures-192/maison-de-l-emploi-et-de-la-formation-grandchamp-des-fontaines-85.html?cHash=f1888d85829b12fa37a18e7e73806223,,,Lieu de formation lié l'emploi.,gratuit,,,,,,47.364131,-1.606247,1 Rue des Cèdres 44119 Grandchamps-des-Fontaines,0.95,housenumber,44066_0015_00001,1,Rue des Cèdres,,44119,Grandchamps-des-Fontaines,44; Loire-Atlantique; Pays de la Loire,44066,,,
44119,Médiathèque de Grandchamp des fontaines,Rue de Curette 44119 Grandchamps-des-Fontaines,249623970,http://www.grandchampdesfontaines.fr/culture-sports-loisirs/culture/mediatheque-victor-hugo-2057.html,,,Espace documentaire et point d'accès numérique.,,,,,,,47.364778,-1.607059,Rue de Curette 44119 Grandchamps-des-Fontaines,0.95,street,44066_0026,,Rue de Curette,,44119,Grandchamps-des-Fontaines,44; Loire-Atlantique; Pays de la Loire,44066,,,
44120,Service Jeunesse,15 Rue Aristide Briand 44120 Vertou,,,,,,,,,,,,47.167415,-1.473814,15 Rue Aristide Briand 44120 Vertou,0.95,housenumber,44215_0060_00015,15,Rue Aristide Briand,,44120,Vertou,44; Loire-Atlantique; Pays de la Loire,44215,,,
44130,"Bibliothèque municipale ""Le Pot a Mots""",Place Notre-Dame du Châtellier 44310 Saint-Lumine-de-Coutais,240029456,,,,,,,,,,,47.055148,-1.726722,Place Notre Dame du Chatellier 44310 Saint-Lumine-de-Coutais,0.94,street,44174_7hljxe,,Place Notre Dame du Chatellier,,44310,Saint-Lumine-de-Coutais,44; Loire-Atlantique; Pays de la Loire,44174,,,
44130,Espace Numérique Centre socioculturel Tempo,7 Rue du 11 Novembre 44130 Blain,,,,,,,,,,,,47.476321,-1.763342,7 Rue du 11 Novembre 44130 Blain,0.95,housenumber,44015_0493_00007,7,Rue du 11 Novembre,,44130,Blain,44; Loire-Atlantique; Pays de la Loire,44015,,,
44130,Médiathèque de Fay de bretagne,2 Rue Georges Sicard 44130 Fay-de-Bretagne,240873365,http://www.faydebretagne.fr/jsp/site/Portal.jsp?page_id=120,Espace de lecture et point d'acc?Îs num??rique.,,,,,,,,,47.415363,-1.792132,2 Rue Georges Sicard 44130 Fay-de-Bretagne,0.94,housenumber,44056_0065_00002,2,Rue Georges Sicard,,44130,Fay-de-Bretagne,44; Loire-Atlantique; Pays de la Loire,44056,,,
44130,,7 Rue du 11 Novembre 44130 Blain,,http://csctempo.fr/?lang=fr,,,Lieu de rencontre et de partage autour de jeu et de la convivialité,,,,,,,47.476321,-1.763342,7 Rue du 11 Novembre 44130 Blain,0.95,housenumber,44015_0493_00007,7,Rue du 11 Novembre,,44130,Blain,44; Loire-Atlantique; Pays de la Loire,44015,,,
44130,Maison de l'emploi Blain,7 Rue Victor Schoelcher 44130 Blain,240799901,https://www.pays-de-blain.com/economie-emploi/emploi-et-formation/,,,Lieu d'information et de formation dans la recherche d'emploi,gratuit,,,,,,47.47432,-1.761281,7 Rue Victor Schoelcher 44130 Blain,0.95,housenumber,44015_0799_00007,7,Rue Victor Schoelcher,,44130,Blain,44; Loire-Atlantique; Pays de la Loire,44015,,,
44140,POINT RELAIS EMPLOI,Rue de la Mairie 44140 Montbert,,,,,,,,,,,,47.055874,-1.484749,Rue de la Jarrie 44140 Montbert,0.73,street,44102_0077,,Rue de la Jarrie,,44140,Montbert,44; Loire-Atlantique; Pays de la Loire,44102,,,
44150,Point Info Mobile,19 Rue Général Leclerc 44510 Le Pouliguen,240423105,http://www.tourisme-lepouliguen.fr/wifi-au-pouliguen.html,,,,Gratuit,,,,,,47.278353,-2.429486,19 Rue Général Leclerc 44510 Le Pouliguen,0.95,housenumber,44135_0530_00019,19,Rue Général Leclerc,,44510,Le Pouliguen,44; Loire-Atlantique; Pays de la Loire,44135,,,
44150,Mission locale d'Ancenis,30 Place Francis Robert 44150 Ancenis,02 40 96 44 30,http://www.missionlocalepaysancenis.fr/,,accueil@mlpaysancenis.fr,Écoute; information; orientation et accompagnement des jeunes de 16 à 25 ans,jeunes 16/25 ans / réside dans le pays d’Ancenis,,jeunes 16/25 ans,Espace d’accueil avec des ordinateurs et accès wifi,,,47.370095,-1.178797,30 Avenue Francis Robert 44150 Ancenis-Saint-Géréon,0.61,housenumber,44003_0320_00030,30,Avenue Francis Robert,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,Pôle emploi,336 Rue de Chateaubriand 44150 Ancenis,3949,https://www.pole-emploi.fr/accueil/,,,Vous trouverez ici des ordinateurs mis à votre disposition et qui vous permettront d'avoir accès à l'ensemble de l'offre de service numérique Pôle Emploi.,gratuit,,,,,,47.377984,-1.181473,336 Rue Francois Rene Chateaubriand 44150 Ancenis-Saint-Géréon,0.65,housenumber,44003_0795_00336,336,Rue Francois Rene Chateaubriand,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,Bibliothèque Marcel Rouvreau,Port Arthur (Anetz) 44150 Vair-sur-Loire,240833195,http://bibliofil.pays-ancenis.fr/,Accès à un point numérique.,,,gratuit,,,,,,47.377928,-1.104773,Rue de Port Arthur 44150 Vair-sur-Loire,0.68,street,44004_0060,,Rue de Port Arthur,,44150,Vair-sur-Loire,44; Loire-Atlantique; Pays de la Loire,44163,44004,Anetz,
44150,Mairie d'Ancenis,Place du Maréchal Foch 44150 Ancenis,240838700,https://www.ancenis.fr,,,,gratuit,,,,,,47.365559,-1.176597,Place du Marechal Foch 44150 Ancenis-Saint-Géréon,0.74,street,44003_0610,,Place du Marechal Foch,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,Relais Caf du Pays de Vallet,20 Rue émile Gabory 44330 Vallet,228039089,http://www.caf.fr/,,,,gratuit,,,,,,47.162579,-1.26869,20 Rue Emile Gabory 44330 Vallet,0.95,housenumber,44212_0500_00020,20,Rue Emile Gabory,,44330,Vallet,44; Loire-Atlantique; Pays de la Loire,44212,,,
44150,Point relais emploi de Vallet,1 Place Charles de Gaulle 44330 Vallet,251719212,,,,Accès libre aux ordinateurs et accompagnement aux démarches sur site de la CAF.,gratuit,,,,,,47.160905,-1.26543,1 Place Charles de Gaulle 44330 Vallet,0.95,housenumber,44212_0300_00001,1,Place Charles de Gaulle,,44330,Vallet,44; Loire-Atlantique; Pays de la Loire,44212,,,
44150,Maison de l'Etat,Rue du Docteur Bousseau 44150 Ancenis,240830850,http://www.loire-atlantique.gouv.fr/Services-de-l-Etat/Prefecture-et-sous-prefectures/Sous-prefecture-de-Chateaubriant-Ancenis,,,Vous trouverez ici un point d'accès numérique et services vos démarches de certificats d'immatriculation et de permis de conduire.,gratuit,,,,,,47.363598,-1.184726,Rue du Docteur Bousseau 44150 Ancenis-Saint-Géréon,0.75,street,44003_resphg,,Rue du Docteur Bousseau,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,,5 Place Armand de Béthune 44150 Ancenis,,https://fablabancenis.wordpress.com/,,,,,,ouvert à tous,Machines,,,47.364199,-1.19173,5 Place Armand de Bethune 44150 Ancenis-Saint-Géréon,0.76,housenumber,44003_cisdmi_00005,5,Place Armand de Bethune,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,,30 Place Francis Robert 44150 Ancenis,,,,,4 types de prestations ouvertes à tous,,,,,,,47.370095,-1.178797,30 Avenue Francis Robert 44150 Ancenis-Saint-Géréon,0.61,housenumber,44003_0320_00030,30,Avenue Francis Robert,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,,30 Place Francis Robert 44150 Ancenis,,,,,Espace d'accueil et accompagnement social et professionnel : orientation,,,,,,,47.370095,-1.178797,30 Avenue Francis Robert 44150 Ancenis-Saint-Géréon,0.61,housenumber,44003_0320_00030,30,Avenue Francis Robert,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44150,Médiathèque Ancenis,Place de la République 44150 Ancenis,,http://bibliofil.pays-ancenis.fr/,,,Médiathèque qui propose l'emprunt ou la lecture sur place de divers supports culturels + accompagnement individuel sur demande des personnes,,,,,,,47.365521,-1.183551,Place de la Republique 44150 Ancenis-Saint-Géréon,0.74,street,44003_0800,,Place de la Republique,,44150,Ancenis-Saint-Géréon,44; Loire-Atlantique; Pays de la Loire,44003,,,
44160,Médiathèque Georges Sand,25 Rue de la Mairie 44160 Besné,240617635,http://mediatheque.besne.fr,,,Bibliothèque municipale à deux pas de la Mairie et de l’église.,Gratuit,,,,,,47.39651,-2.09206,25 Rue de la Mairie 44160 Besné,0.94,housenumber,44013_0097_00025,25,Rue de la Mairie,,44160,Besné,44; Loire-Atlantique; Pays de la Loire,44013,,,
44160,Médiathèque de Pont-château,3 Rue du Chène Vert 44160 Pontchâteau,240016117,http://www.cc-paysdepontchateau.fr/contacts/mediatheque-de-pont-chateau,,,,Gratuit,,,,,,47.431518,-2.075313,3 Rue du Chêne Vert 44160 Pontchâteau,0.95,housenumber,44129_0114_00003,3,Rue du Chêne Vert,,44160,Pontchâteau,44; Loire-Atlantique; Pays de la Loire,44129,,,
44160,Médiathèque  de Crossac,Impasse des Petits Matelots 44160 Crossac,240010608,http://www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-crossac-2,,,,gratuit,,,,,,47.411034,-2.172382,Impasse des Petits Matelots 44160 Crossac,0.94,street,44050_0134,,Impasse des Petits Matelots,,44160,Crossac,44; Loire-Atlantique; Pays de la Loire,44050,,,
44160,Bibliothèque,2 Rue du Mortier Plat 44160 Sainte-Anne-sur-Brivet,240918488,http://www.sainte-anne-sur-brivet.fr/bibliotheque,,,,gratuit,,,,,,47.458925,-2.005013,2 Rue du Mortier Plat 44160 Sainte-Anne-sur-Brivet,0.94,housenumber,44152_0126_00002,2,Rue du Mortier Plat,,44160,Sainte-Anne-sur-Brivet,44; Loire-Atlantique; Pays de la Loire,44152,,,
44160,Relais CAF,7 Place de l'église 44160 Pontchâteau,0 810 25 44 10,https://www.loire-atlantique.fr/jcms/classement-des-contenus/par-territoire/communaute-de-communes-du-pays-de-pont-chateau-saint-gildas-des-bois/caf-relais-de-pontchateau-fr-p2_638495,,,,gratuit,,,,,,47.438199,-2.089303,7 Place de l'Eglise 44160 Pontchâteau,0.95,housenumber,44129_0220_00007,7,Place de l'Eglise,,44160,Pontchâteau,44; Loire-Atlantique; Pays de la Loire,44129,,,
44160,Bibliothèque de Sainte-Reine-de-Bretagne,7 Rue du Père de Montfort 44160 Sainte-Reine-de-Bretagne,251108648,www.cc-paysdepontchateau.fr/contacts/bibliotheque-de-sainte-reine-de-bretagne-2/,,,,gratuit,,,,,,47.440635,-2.190881,7 Rue du Père de Montfort 44160 Sainte-Reine-de-Bretagne,0.94,housenumber,44189_0140_00007,7,Rue du Père de Montfort,,44160,Sainte-Reine-de-Bretagne,44; Loire-Atlantique; Pays de la Loire,44189,,,
44170,CSC lamano de Nozay,Le Patis Jourdeau 44170 Nozay,240793504,http://lamano.centres-sociaux.fr/,,,,adhésion individuelle -18 ans: 8€  adhésion individuelle +18 ans : 10€ adhésion familiale : 15€,,,,,,47.56188,-1.622391,Le Pâtis Jourdeau 44170 Nozay,0.95,street,44113_b456,,Le Pâtis Jourdeau,,44170,Nozay,44; Loire-Atlantique; Pays de la Loire,44113,,,
44170,Cyber-base emploi de Nozay,9 Rue de l'église 44170 Nozay,,,,,,,,,,,,47.565797,-1.625008,9 Rue de l'Eglise 44170 Nozay,0.95,housenumber,44113_0720_00009,9,Rue de l'Eglise,,44170,Nozay,44; Loire-Atlantique; Pays de la Loire,44113,,,
44170,Médiathèque  de Jans,12 Route de Nozay 44170 Jans,240799515,http://www.biblios-ccsd.net/cms/articleview/id/121,,,,Gratuit,,,,,,47.621228,-1.614444,12 Route de Nozay 44170 Jans,0.94,housenumber,44076_0563_00012,12,Route de Nozay,,44170,Jans,44; Loire-Atlantique; Pays de la Loire,44076,,,
44170,Bibliotheque de Vay,5 Rue Principale 44170 Vay,240795646,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,-20ans:gratuit tarif +20ans:7€ habitant CCRN et 10€ Hors,,,,,,47.554607,-1.701621,5 Rue Principale 44170 Vay,0.94,housenumber,44214_0090_00005,5,Rue Principale,,44170,Vay,44; Loire-Atlantique; Pays de la Loire,44214,,,
44170,Bibliotheque de Nozay,21 Rue Alexis Letourneau 44170 Nozay,02 40 79 31 65,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,-20 Ans :gratuit + 20Ans:7€+20 Hors CCRN:10€,,,,,,47.564644,-1.62652,21 Rue Alexis Letourneau 44170 Nozay,0.95,housenumber,44113_0060_00021,21,Rue Alexis Letourneau,,44170,Nozay,44; Loire-Atlantique; Pays de la Loire,44113,,,
44170,Bibliothèque de la grigonnais,5 Rue de l'Abbé- Merel 44170 La Grigonnais,02 40 87 52 07,https://www.lagrigonnais.fr/Bibliotheque-de-la-Grigonnais-Le,,,,inscription pour l’emprunt de livre ou document :10€ pour une famille et 6€ individuellement,,,,,,47.526399,-1.66738,5 Rue de l'Abbe Merel 44170 La Grigonnais,0.94,housenumber,44224_0042_00005,5,Rue de l'Abbe Merel,,44170,La Grigonnais,44; Loire-Atlantique; Pays de la Loire,44224,,,
44170,Cybercentre de Nozay,Route de Nort Sur Erdre 44170 Nozay,,,,,,Accès libre gratuit,,,,,,47.562419,-1.625874,Route de Nort-sur-erdre 44170 Nozay,0.95,street,44113_1680,,Route de Nort-sur-erdre,,44170,Nozay,44; Loire-Atlantique; Pays de la Loire,44113,,,
44170,Bibliothèque  de Tréffieux,2 Place Saint-Grégoire 44170 Treffieux,240874159,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,tarif -20ans gratuit tarif +20ans:7.00€ tarif+20 hors du CCRN:10 €,,,,,,47.619608,-1.537584,2 Place Saint-grégoire 44170 Treffieux,0.94,housenumber,44208_0375_00002,2,Place Saint-grégoire,,44170,Treffieux,44; Loire-Atlantique; Pays de la Loire,44208,,,
44170,,18 Rue Saint-Martin 44170 Marsac-sur-Don,,,,,,wifi gratuite,,,1 postes informatiques internet et outils bureautiques,,,47.596953,-1.677235,18 Rue Saint Martin 44170 Marsac-sur-Don,0.94,housenumber,44091_0022_00018,18,Rue Saint Martin,,44170,Marsac-sur-Don,44; Loire-Atlantique; Pays de la Loire,44091,,,
44170,Bibliothèque d'Abbaretz,8 Rue des écoles 44170 Abbaretz,240872184,http://www.cc-nozay-bibliotheques.fr/index/index/id_profil/1,,,,Tarif -20 ans : gratuit. Tarif + 20 ans : 7.00€. Tarif + 20 ans hors Communauté de Communes de la Région de Nozay :10.00 €,,,,,,47.552072,-1.532326,8 Rue des Ecoles 44170 Abbaretz,0.94,housenumber,44001_0293_00008,8,Rue des Ecoles,,44170,Abbaretz,44; Loire-Atlantique; Pays de la Loire,44001,,,
44190,Caisse d'Allocations Familiales Clisson,2 Rue du Docteur Doussin 44190 Clisson,240540212,http://www.caf.fr/allocataires/caf-de-loire-atlantique/actualites,,,Relais CAF de Clisson,Gratuit,,,,,,47.092043,-1.290544,2 Rue du Docteur Doussain 44190 Clisson,0.88,housenumber,44043_0708_00002,2,Rue du Docteur Doussain,,44190,Clisson,44; Loire-Atlantique; Pays de la Loire,44043,,,
44190,,1 Route de Saint-Fiacre 44190 Gorges,,,,,L'association a pour objet de fédérer une communauté de travailleurs indépendants au sein de l'agglomération Clisson Sèvres et Maine avec 3 objectifs:,Gratuit,,,,,,47.100089,-1.306367,1 Route de Saint-fiacre 44190 Gorges,0.95,housenumber,44064_0140_00001,1,Route de Saint-fiacre,,44190,Gorges,44; Loire-Atlantique; Pays de la Loire,44064,,,
44190,,Esplanade de Klettgau 44190 Clisson,,https://gullivigne.org,Association d'utilisateurs de logiciels libres Atelier débutants bureautique,,,,,,,,,47.094181,-1.290447,Esplanade de Klettgau 44190 Clisson,0.95,street,44043_1035,,Esplanade de Klettgau,,44190,Clisson,44; Loire-Atlantique; Pays de la Loire,44043,,,
44190,,4 Rue des Châtaigniers 44190 Clisson,,,,,Recyclerie,Gratuit,,,,,,47.077672,-1.282695,4 Rue des Châtaigniers 44190 Clisson,0.95,housenumber,44043_0316_00004,4,Rue des Châtaigniers,,44190,Clisson,44; Loire-Atlantique; Pays de la Loire,44043,,,
44190,Médiathèque Geneviève Couteaux,1 Place Saint-Jacques 44190 Clisson,,https://mediatheque-clisson.net,,,Espace de lecture et documentation offrant un service numérique,,,,,,,47.087877,-1.28351,1 Place Saint-jacques 44190 Clisson,0.95,housenumber,44043_1700_00001,1,Place Saint-jacques,,44190,Clisson,44; Loire-Atlantique; Pays de la Loire,44043,,,
44190,,3 Place Maurice Renoul 44190 Gorges,,,,,,,,Espace documentaire et point d'accès numérique.,,,,47.101674,-1.303662,3 Place Maurice Renoul 44190 Gorges,0.95,housenumber,44064_0115_00003,3,Place Maurice Renoul,,44190,Gorges,44; Loire-Atlantique; Pays de la Loire,44064,,,
